Row.names,seqnames,start,end,width,annotation,geneChr,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,ASE1,ASE2,GeneID,Ctrl.bam,V5.bam,difference,FC,L2FC
chr6:110893863-110894119,chr6,110893863,110894119,257,Promoter (1-2kb),6,110892825,110894061,1237,262,ENST00000465404.2,1038,ENSG00000123505,AMD1,adenosylmethionine decarboxylase 1,,,controlledV5_peak_886,21,42,21,1.909090909,0.932885804
chr17:76564918-76565134,chr17,76564918,76565134,217,3' UTR,17,76561634,76561705,72,677848,ENST00000364968.1,3284,ENSG00000278261,SNORD1A,"small nucleolar RNA, C/D box 1A",,,controlledV5_peak_465,53,103,50,1.907407407,0.931613025
chr6:73518169-73518569,chr6,73518169,73518569,401,Promoter (<=1kb),6,73517519,73518811,1293,1915,ENST00000679031.1,242,ENSG00000156508,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,,,controlledV5_peak_879,138,265,127,1.90647482,0.930907477
chr9:125238689-125239165,chr9,125238689,125239165,477,Promoter (2-3kb),9,125234860,125241342,6483,3309,ENST00000680640.1,2177,ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5,,,controlledV5_peak_1016,41,80,39,1.904761905,0.929610672
chr11:10799305-10799701,chr11,10799305,10799701,397,Promoter (<=1kb),11,10797728,10799626,1899,1982,ENST00000525606.5,0,ENSG00000110321,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,,,controlledV5_peak_171,39,76,37,1.9,0.925999419
chr3:45159824-45160185,chr3,45159824,45160185,362,"Exon (ENST00000431490.1/ENST00000431490.1, exon 1 of 1)",3,45110216,45146422,36207,64866,ENST00000425231.2,-13402,ENSG00000163814,CDCP1,CUB domain containing protein 1,,,controlledV5_peak_717,67,129,62,1.897058824,0.923764414
chr2:96278577-96278908,chr2,96278577,96278908,332,Promoter (<=1kb),2,96277534,96278359,826,23020,ENST00000480835.1,-218,ENSG00000144028,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200,,,controlledV5_peak_583,18,36,18,1.894736842,0.921997488
chr19:49491819-49492081,chr19,49491819,49492081,263,Promoter (<=1kb),19,49491175,49491260,86,26816,ENST00000363389.1,644,ENSG00000200259,SNORD35A,"small nucleolar RNA, C/D box 35A",,,controlledV5_peak_543,65,125,60,1.893939394,0.921390165
chr17:28467802-28468171,chr17,28467802,28468171,370,"Exon (ENST00000571702.1/ENST00000571702.1, exon 1 of 1)",17,28473293,28497778,24486,9058,ENST00000444914.7,-5122,ENSG00000007216,SLC13A2,solute carrier family 13 member 2,,,controlledV5_peak_425,121,231,110,1.893442623,0.921011704
chr12:132825731-132826013,chr12,132825731,132826013,283,Promoter (<=1kb),12,132821996,132825964,3969,2802,ENST00000652603.2,0,ENSG00000090615,GOLGA3,golgin A3,,,controlledV5_peak_278,145,276,131,1.890410959,0.918699898
chr5:150094607-150094832,chr5,150094607,150094832,226,"Exon (ENST00000468161.1/ENST00000468161.1, exon 1 of 1)",5,150053291,150086590,33300,1436,ENST00000504875.5,-8017,ENSG00000182578,CSF1R,colony stimulating factor 1 receptor,,,controlledV5_peak_822,59,113,54,1.883333333,0.913288367
chrX:76334929-76335232,chrX,76334929,76335232,304,"Exon (ENST00000456969.2/ENST00000456969.2, exon 1 of 1)",23,76427710,76431342,3633,57692,ENST00000361470.4,-92478,ENSG00000198934,MAGEE1,MAGE family member E1,,,controlledV5_peak_1095,75,143,68,1.881578947,0.911943823
chr8:47858552-47858987,chr8,47858552,47858987,436,Promoter (<=1kb),8,47854736,47859354,4619,5591,ENST00000697609.1,367,ENSG00000253729,PRKDC,"protein kinase, DNA-activated, catalytic subunit",,,controlledV5_peak_969,24,47,23,1.88,0.910732662
chr17:19446194-19446531,chr17,19446194,19446531,338,"Exon (ENST00000458332.1/ENST00000458332.1, exon 1 of 1)",17,19417804,19453603,35800,105371574,ENST00000627753.1,7072,,LOC105371574,uncharacterized LOC105371574,,,controlledV5_peak_420,478,900,422,1.878914405,0.909899345
chr15:59768449-59768723,chr15,59768449,59768723,275,"Exon (ENST00000484430.1/ENST00000484430.1, exon 1 of 1)",15,59677813,59689339,11527,663,ENST00000560458.5,-79110,ENSG00000140299,BNIP2,BCL2 interacting protein 2,,,controlledV5_peak_336,105,198,93,1.867924528,0.901436166
chr3:161429207-161429537,chr3,161429207,161429537,331,Promoter (2-3kb),3,161426427,161448242,21816,101243545,ENST00000473595.1,2780,ENSG00000240567,LINC02067,long intergenic non-protein coding RNA 2067,,,controlledV5_peak_753,207,387,180,1.860576923,0.895750038
chr1:149842359-149842714,chr1,149842359,149842714,356,Promoter (<=1kb),1,149842218,149842750,533,8337,ENST00000369159.3,36,ENSG00000288825,H2AC18,H2A clustered histone 18,,,controlledV5_peak_67,282,526,244,1.858657244,0.894260746
chrX:140783213-140784603,chrX,140783213,140784603,1391,Promoter (<=1kb),23,140783578,140784366,789,1038,ENST00000674533.1,0,,CDR1,cerebellar degeneration related 1,,,controlledV5_peak_1121,338,630,292,1.85840708,0.894066555
chr1:28236227-28236453,chr1,28236227,28236453,227,Promoter (<=1kb),1,28236154,28238098,1945,93974,ENST00000465645.1,73,ENSG00000130770,ATP5IF1,ATP synthase inhibitory factor subunit 1,,,controlledV5_peak_17,20,39,19,1.857142857,0.893084796
chr16:69756762-69756977,chr16,69756762,69756977,216,Promoter (1-2kb),16,69741871,69754926,13056,28987,ENST00000268802.10,-1836,ENSG00000141101,NOB1,NIN1 (RPN12) binding protein 1 homolog,,,controlledV5_peak_392,76,143,67,1.857142857,0.893084796
chr16:70248655-70248877,chr16,70248655,70248877,223,Promoter (2-3kb),16,70229804,70246612,16809,100506060,ENST00000568855.2,-2043,ENSG00000261556,SMG1P7,SMG1 pseudogene 7,,,controlledV5_peak_394,13,26,13,1.857142857,0.893084796
chr6:27892753-27893116,chr6,27892753,27893116,364,Promoter (<=1kb),6,27892699,27893185,487,8336,ENST00000359611.4,69,ENSG00000278677,H2AC17,H2A clustered histone 17,,,controlledV5_peak_866,125,234,109,1.857142857,0.893084796
chr3:186900131-186900504,chr3,186900131,186900504,374,"Exon (ENST00000412545.1/ENST00000412545.1, exon 1 of 1)",3,186930325,187019407,89083,6480,ENST00000676786.1,-29821,ENSG00000073849,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",,,controlledV5_peak_757,122,228,106,1.853658537,0.890375509
chr21:8988220-8988675,chr21,8988220,8988675,456,Promoter (1-2kb),21,8986999,8987178,180,103504731,ENST00000581792.1,1221,ENSG00000264462,MIR3648-2,microRNA 3648-2,,,controlledV5_peak_653,98049,180666,82617,1.842590515,0.881735492
chr17:17383539-17383897,chr17,17383539,17383897,359,"Exon (ENST00000392730.2/ENST00000392730.2, exon 1 of 1)",17,17345269,17347152,1884,56953,ENST00000480529.1,38270,ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial",,,controlledV5_peak_418,389,718,329,1.841025641,0.88050972
chr1:149851112-149851478,chr1,149851112,149851478,367,Promoter (<=1kb),1,149851061,149851594,534,723790,ENST00000607355.3,51,ENSG00000288859,H2AC19,H2A clustered histone 19,,,controlledV5_peak_68,261,481,220,1.835877863,0.876470082
chr12:49128032-49128820,chr12,49128032,49128820,789,Promoter (1-2kb),12,49129268,49130113,846,10376,ENST00000549870.5,1293,ENSG00000123416,TUBA1B,tubulin alpha 1b,,,controlledV5_peak_231,315,580,265,1.835443038,0.876128342
chrM:1791-2534,,,,,,,,,,,,,,,,,,controlledV5_peak_1038,140200,257138,116938,1.834066804,0.875046189
chr12:100009397-100009610,chr12,100009397,100009610,214,"Exon (ENST00000482189.1/ENST00000482189.1, exon 1 of 1)",12,98743974,99984936,1240963,56899,ENST00000683438.2,-24461,ENSG00000185046,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,,,controlledV5_peak_253,95,176,81,1.833333333,0.874469118
chr7:109959296-109959494,chr7,109959296,109959494,199,Promoter (<=1kb),7,109959218,109960184,967,442720,ENST00000433048.1,690,ENSG00000237064,EIF3IP1,eukaryotic translation initiation factor 3 subunit I pseudogene 1,,,controlledV5_peak_938,11,22,11,1.833333333,0.874469118
chr14:103521817-103522485,chr14,103521817,103522485,669,Promoter (<=1kb),14,103521237,103522198,962,1152,ENST00000557569.1,0,ENSG00000166165,CKB,creatine kinase B,,,controlledV5_peak_325,142,262,120,1.832167832,0.873551665
chr6:27132390-27132726,chr6,27132390,27132726,337,Promoter (<=1kb),6,27132316,27132795,480,8970,ENST00000339812.3,69,ENSG00000124635,H2BC11,H2B clustered histone 11,,,controlledV5_peak_856,165,304,139,1.831325301,0.872888082
chr2:231712839-231713203,chr2,231712839,231713203,365,Promoter (<=1kb),2,231713314,231713398,85,100302285,ENST00000612829.5,-111,ENSG00000284378,MIR1244-1,microRNA 1244-1,,,controlledV5_peak_610,243,445,202,1.823770492,0.866924188
chr11:16974715-16975024,chr11,16974715,16975024,310,"Exon (ENST00000459748.1/ENST00000459748.1, exon 1 of 1)",11,16854894,17013342,158449,144100,ENST00000529213.1,38318,ENSG00000166689,PLEKHA7,pleckstrin homology domain containing A7,,,controlledV5_peak_175,185,339,154,1.822580645,0.865982652
chr15:24909232-24909712,chr15,24909232,24909712,481,"Exon (ENST00000460716.1/ENST00000460716.1, exon 1 of 1)",15,24954935,24976327,21393,6638,ENST00000584968.5,-45223,ENSG00000128739,SNRPN,small nuclear ribonucleoprotein polypeptide N,,,controlledV5_peak_328,109,200,91,1.818181818,0.862496476
chr17:7513195-7513389,chr17,7513195,7513389,195,Promoter (1-2kb),17,7511515,7512481,967,5430,ENST00000576553.1,1680,ENSG00000181222,POLR2A,RNA polymerase II subunit A,,,controlledV5_peak_410,43,80,37,1.818181818,0.862496476
chr19:12894110-12894316,chr19,12894110,12894316,207,Promoter (2-3kb),19,12891269,12899678,8410,2639,ENST00000591043.1,2841,ENSG00000105607,GCDH,glutaryl-CoA dehydrogenase,,,controlledV5_peak_520,87,160,73,1.818181818,0.862496476
chr2:171517368-171517690,chr2,171517368,171517690,323,"Exon (ENST00000433675.1/ENST00000433675.1, exon 1 of 1)",2,171522247,171555607,33361,79901,ENST00000409484.5,-4557,ENSG00000071967,CYBRD1,cytochrome b reductase 1,,,controlledV5_peak_595,152,278,126,1.816993464,0.86155323
chr6:39958502-39958703,chr6,39958502,39958703,202,"Exon (ENST00000325612.5/ENST00000325612.5, exon 1 of 1)",6,39934595,40000527,65933,102723789,ENST00000649703.1,23907,,LOC102723789,uncharacterized LOC102723789,,,controlledV5_peak_872,97,178,81,1.816326531,0.861023587
chr19:23827110-23827961,chr19,23827110,23827961,852,5' UTR,19,23790772,23833314,42543,388524,ENST00000472297.2,36338,ENSG00000288920,RPSA2,ribosomal protein SA 2,,,controlledV5_peak_530,444,808,364,1.815730337,0.860549957
chr19:2438279-2438521,chr19,2438279,2438521,243,Promoter (1-2kb),19,2434295,2437158,2864,84823,ENST00000527409.1,-1121,ENSG00000176619,LMNB2,lamin B2,,,controlledV5_peak_494,15,29,14,1.8125,0.857980995
chr9:133019474-133020883,chr9,133019474,133020883,1410,Promoter (<=1kb),9,133019486,133020874,1389,106635683,ENST00000436459.2,0,,SNORD141A,"small nucleolar RNA, C/D box 141A",,,controlledV5_peak_1028,1961,3552,1591,1.810397554,0.85630654
chr8:127740897-127741095,chr8,127740897,127741095,199,Promoter (1-2kb),8,127739073,127741434,2362,4609,ENST00000707117.1,1824,ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",,,controlledV5_peak_985,20,38,18,1.80952381,0.855610091
chr10:119069445-119069642,chr10,119069445,119069642,198,"Exon (ENST00000369144.8/8661, exon 6 of 22)",10,119060983,119061111,129,124900296,ENST00000410656.1,-8334,ENSG00000222588,LOC124900296,small nucleolar RNA SNORA19,,,controlledV5_peak_159,14,27,13,1.8,0.847996907
chr12:6560112-6560303,chr12,6560112,6560303,192,Promoter (<=1kb),12,6557554,6560793,3240,4839,ENST00000544630.1,490,ENSG00000111641,NOP2,NOP2 nucleolar protein,,,controlledV5_peak_217,4,9,5,1.8,0.847996907
chr2:63622383-63622721,chr2,63622383,63622721,339,"Exon (ENST00000436998.1/ENST00000436998.1, exon 1 of 1)",2,63605810,63607194,1385,4190,ENST00000495083.1,16573,ENSG00000014641,MDH1,malate dehydrogenase 1,,,controlledV5_peak_571,29,54,25,1.8,0.847996907
chr7:20002789-20003112,chr7,20002789,20003112,324,Promoter (<=1kb),7,19918992,20002922,83931,101927668,ENST00000449573.5,0,,LOC101927668,uncharacterized LOC101927668,,,controlledV5_peak_914,48,88,40,1.795918367,0.844721775
chrM:2788-3183,,,,,,,,,,,,,,,,,,controlledV5_peak_1039,51778,92605,40827,1.788466367,0.838722988
chr3:32635285-32635592,chr3,32635285,32635592,308,"Exon (ENST00000429309.1/ENST00000429309.1, exon 1 of 1)",3,32685145,32773714,88570,25904,ENST00000331889.10,-49553,ENSG00000182973,CNOT10,CCR4-NOT transcription complex subunit 10,,,controlledV5_peak_712,55,100,45,1.785714286,0.836501268
chr11:126067968-126068293,chr11,126067968,126068293,326,"Exon (ENST00000524793.1/ENST00000524793.1, exon 1 of 1)",11,125955796,126063335,107540,50937,ENST00000684078.1,-4633,ENSG00000064309,CDON,"cell adhesion associated, oncogene regulated",,,controlledV5_peak_211,36,66,30,1.783783784,0.834940754
chr16:67870987-67871248,chr16,67870987,67871248,262,Promoter (1-2kb),16,67873052,67884495,11444,23644,ENST00000572221.5,-1804,ENSG00000038358,EDC4,enhancer of mRNA decapping 4,,,controlledV5_peak_390,59,107,48,1.783333333,0.834576391
chr7:22511124-22511424,chr7,22511124,22511424,301,"Exon (ENST00000434005.1/ENST00000434005.1, exon 1 of 1)",7,22438419,22500498,62080,256227,ENST00000404369.8,-10626,ENSG00000105889,STEAP1B,STEAP family member 1B,,,controlledV5_peak_917,299,535,236,1.783333333,0.834576391
chr19:1105401-1105809,chr19,1105401,1105809,409,Promoter (<=1kb),19,1105454,1106779,1326,2879,ENST00000585480.1,0,ENSG00000167468,GPX4,glutathione peroxidase 4,,,controlledV5_peak_491,45,82,37,1.782608696,0.833990049
chr13:52643260-52643573,chr13,52643260,52643573,314,Promoter (<=1kb),13,52642431,52643773,1343,144983,ENST00000357495.5,829,ENSG00000139675,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1 like 2,,,controlledV5_peak_288,31,57,26,1.78125,0.832890014
chrX:115718843-115719038,chrX,115718843,115719038,196,"Exon (ENST00000536192.3/ENST00000536192.3, exon 1 of 1)",23,115640304,115646157,5854,5358,ENST00000466150.1,78539,ENSG00000102024,PLS3,plastin 3,,,controlledV5_peak_1116,35,64,29,1.777777778,0.830074999
chr19:24001915-24002189,chr19,24001915,24002189,275,Distal Intergenic,19,24033401,24065843,32443,9534,ENST00000664647.1,-31212,ENSG00000213096,ZNF254,zinc finger protein 254,,,controlledV5_peak_531,3752,6666,2914,1.776179057,0.828777027
chr19:58548122-58548592,chr19,58548122,58548592,471,Promoter (<=1kb),19,58548294,58550722,2429,10155,ENST00000597136.1,0,ENSG00000130726,TRIM28,tripartite motif containing 28,,,controlledV5_peak_550,39,71,32,1.775,0.827819025
chr2:174719994-174720459,chr2,174719994,174720459,466,Promoter (<=1kb),2,174719908,174720318,411,440926,ENST00000369387.4,86,,H3P6,H3 histone pseudogene 6,,,controlledV5_peak_596,92,165,73,1.774193548,0.827163403
chr7:135927185-135927411,chr7,135927185,135927411,227,3' UTR,7,135929459,135977353,47895,136319,ENST00000435723.1,49942,ENSG00000105887,MTPN,myotrophin,,,controlledV5_peak_951,21,39,18,1.772727273,0.8259706
chr7:133034666-133035780,chr7,133034666,133035780,1115,Promoter (<=1kb),7,133034860,133034915,56,100500804,ENST00000639535.1,0,ENSG00000284135,MIR3654,microRNA 3654,,,controlledV5_peak_948,686,1216,530,1.770014556,0.823761225
chr22:21629605-21629971,chr22,21629605,21629971,367,Promoter (<=1kb),22,21628089,21630012,1924,150223,ENST00000464015.5,41,ENSG00000161179,YDJC,YdjC chitooligosaccharide deacetylase homolog,,,controlledV5_peak_665,20,37,17,1.761904762,0.817135943
chr1:149887038-149887350,chr1,149887038,149887350,313,Promoter (<=1kb),1,149886918,149887411,494,8338,ENST00000331380.4,120,ENSG00000184260,H2AC20,H2A clustered histone 20,,,controlledV5_peak_72,129,229,100,1.761538462,0.816835975
chr12:53041809-53042003,chr12,53041809,53042003,195,3' UTR,12,53042705,53046003,3299,283335,ENST00000607643.1,4000,ENSG00000257337,TNS2-AS1,TNS2 antisense RNA 1,,,controlledV5_peak_236,45,81,36,1.760869565,0.816288047
chr14:58794701-58794923,chr14,58794701,58794923,223,"Exon (ENST00000480540.1/ENST00000480540.1, exon 1 of 1)",14,58828185,59184243,356059,107984642,ENST00000666814.1,-33262,,LOC107984642,uncharacterized LOC107984642,,,controlledV5_peak_307,110,195,85,1.756756757,0.812914447
chr6:26199011-26199211,chr6,26199011,26199211,201,Promoter (<=1kb),6,26198784,26199293,510,3013,ENST00000341023.2,82,ENSG00000196866,H2AC7,H2A clustered histone 7,,,controlledV5_peak_855,80,142,62,1.75308642,0.809897117
chr4:75886034-75886476,chr4,75886034,75886476,443,Promoter (1-2kb),4,75882753,75884823,2071,5470,ENST00000513324.1,-1211,ENSG00000156194,PPEF2,protein phosphatase with EF-hand domain 2,,,controlledV5_peak_772,3060,5362,2302,1.751715126,0.808768174
chr1:228457471-228457787,chr1,228457471,228457787,317,Promoter (<=1kb),1,228434777,228457873,23097,124904538,ENST00000691624.1,86,,LOC124904538,uncharacterized LOC124904538,,,controlledV5_peak_123,91,161,70,1.75,0.807354922
chr5:151122915-151123104,chr5,151122915,151123104,190,3' UTR,5,151122221,151128371,6151,309,ENST00000520054.1,5267,ENSG00000197043,ANXA6,annexin A6,,,controlledV5_peak_823,3,7,4,1.75,0.807354922
chr6:27893537-27893804,chr6,27893537,27893804,268,Promoter (<=1kb),6,27893425,27893891,467,8348,ENST00000616182.2,112,ENSG00000274641,H2BC17,H2B clustered histone 17,,,controlledV5_peak_867,99,175,76,1.75,0.807354922
chr6:26156363-26157081,chr6,26156363,26157081,719,Promoter (<=1kb),6,26156329,26157115,787,3008,ENST00000304218.6,34,ENSG00000168298,H1-4,"H1.4 linker histone, cluster member",,,controlledV5_peak_853,759,1329,570,1.748684211,0.806269781
chr19:20125012-20125448,chr19,20125012,20125448,437,Promoter (2-3kb),19,20122569,20127950,5382,105372310,ENST00000657925.1,2502,,LOC105372310,uncharacterized LOC105372310,,,controlledV5_peak_529,165,290,125,1.746987952,0.804869659
chrX:73844487-73846313,chrX,73844487,73846313,1827,Promoter (<=1kb),23,73820684,73846270,25587,7503,ENST00000650366.1,0,ENSG00000229807,XIST,X inactive specific transcript,,,controlledV5_peak_1091,462,808,346,1.745140389,0.803343099
chrX:39787514-39788126,chrX,39787514,39788126,613,"Exon (ENST00000452570.1/ENST00000452570.1, exon 1 of 1)",23,39837561,39837613,53,100616251,ENST00000583319.1,-49435,ENSG00000263972,MIR1587,microRNA 1587,,,controlledV5_peak_1061,223,390,167,1.741071429,0.799975392
chrX:112779105-112779631,chrX,112779105,112779631,527,Promoter (1-2kb),23,112780718,112780788,71,100423009,ENST00000582643.1,1157,ENSG00000283775,MIR4329,microRNA 4329,,,controlledV5_peak_1111,134,234,100,1.733333333,0.793549123
chr14:69885423-69886101,chr14,69885423,69886101,679,"Exon (ENST00000477943.1/ENST00000477943.1, exon 1 of 1)",14,69879426,70032366,152941,64093,ENST00000381280.4,5997,ENSG00000198732,SMOC1,SPARC related modular calcium binding 1,,,controlledV5_peak_313,305,530,225,1.732026144,0.792460707
chr1:149860847-149861039,chr1,149860847,149861039,193,Promoter (<=1kb),1,149854045,149861138,7094,554313,ENST00000621520.1,99,ENSG00000270276,H4C15,H4 clustered histone 15,,,controlledV5_peak_70,218,379,161,1.730593607,0.791266979
chrM:8428-9521,,,,,,,,,,,,,,,,,,controlledV5_peak_1041,6101,10526,4425,1.725008194,0.786603215
chr12:118246642-118246838,chr12,118246642,118246838,197,"Exon (ENST00000488803.1/ENST00000488803.1, exon 1 of 1)",12,118150443,118243490,93048,51347,ENST00000537305.5,-3152,ENSG00000135090,TAOK3,TAO kinase 3,,,controlledV5_peak_266,260,450,190,1.724137931,0.785875195
chr18:6462228-6462591,chr18,6462228,6462591,364,"Exon (ENST00000489915.1/ENST00000489915.1, exon 1 of 1)",18,6244567,6415237,170671,91133,ENST00000581231.5,-46991,ENSG00000154655,L3MBTL4,L3MBTL histone methyl-lysine binding protein 4,,,controlledV5_peak_476,187,324,137,1.723404255,0.785261151
chr16:34160081-34160386,chr16,34160081,34160386,306,Promoter (<=1kb),16,34158585,34160036,1452,649159,ENST00000539813.1,-45,ENSG00000256642,LINC00273,long intergenic non-protein coding RNA 273,,,controlledV5_peak_379,6996,12050,5054,1.722166643,0.78422475
chr1:35190588-35190885,chr1,35190588,35190885,298,Promoter (<=1kb),1,35176378,35190574,14197,6421,ENST00000470472.5,-14,ENSG00000116560,SFPQ,splicing factor proline and glutamine rich,,,controlledV5_peak_26,24,43,19,1.72,0.782408565
chr5:77784935-77785123,chr5,77784935,77785123,189,"Exon (ENST00000515712.1/ENST00000515712.1, exon 1 of 1)",5,77691166,77776339,85174,6902,ENST00000380377.9,-8596,ENSG00000171530,TBCA,tubulin folding cofactor A,,,controlledV5_peak_805,56,98,42,1.719298246,0.78181983
chr22:42776485-42776673,chr22,42776485,42776673,189,"Exon (ENST00000426545.1/ENST00000426545.1, exon 1 of 1)",22,42807074,42831652,24579,26286,ENST00000453516.5,54979,ENSG00000242247,ARFGAP3,ADP ribosylation factor GTPase activating protein 3,,,controlledV5_peak_691,104,180,76,1.714285714,0.777607579
chr1:116398718-116399077,chr1,116398718,116399077,360,Promoter (<=1kb),1,116399471,116410261,10791,476,ENST00000440951.1,-394,ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,,,controlledV5_peak_57,44,77,33,1.711111111,0.774933444
chr17:58003759-58003991,chr17,58003759,58003991,233,Promoter (1-2kb),17,58003493,58005134,1642,6426,ENST00000581497.1,1143,ENSG00000136450,SRSF1,serine and arginine rich splicing factor 1,,,controlledV5_peak_450,37,65,28,1.710526316,0.7744403
chr10:119056831-119057049,chr10,119056831,119057049,219,Promoter (2-3kb),10,119056876,119059890,3015,8661,ENST00000462527.2,2841,ENSG00000107581,EIF3A,eukaryotic translation initiation factor 3 subunit A,,,controlledV5_peak_158,23,41,18,1.708333333,0.772589504
chr16:70565084-70565270,chr16,70565084,70565270,187,Promoter (1-2kb),16,70563729,70565720,1992,23450,ENST00000562722.1,1355,ENSG00000189091,SF3B3,splicing factor 3b subunit 3,,,controlledV5_peak_395,23,41,18,1.708333333,0.772589504
chrM:758-1462,,,,,,,,,,,,,,,,,,controlledV5_peak_1037,116559,198996,82437,1.707240906,0.771666649
chrX:92113482-92113907,chrX,92113482,92113907,426,"Exon (ENST00000428832.2/ENST00000428832.2, exon 1 of 1)",23,91835505,92619076,783572,27328,ENST00000504220.6,277977,ENSG00000102290,PCDH11X,protocadherin 11 X-linked,,,controlledV5_peak_1099,135,232,97,1.705882353,0.770518154
chr19:58549483-58549860,chr19,58549483,58549860,378,Promoter (<=1kb),19,58549556,58550067,512,10155,ENST00000600840.1,0,ENSG00000130726,TRIM28,tripartite motif containing 28,,,controlledV5_peak_552,43,75,32,1.704545455,0.769387072
chr19:52143048-52143232,chr19,52143048,52143232,185,"Exon (ENST00000492641.1/ENST00000492641.1, exon 1 of 1)",19,52113091,52139938,26848,90317,ENST00000600228.6,-3110,ENSG00000204611,ZNF616,zinc finger protein 616,,,controlledV5_peak_546,97,167,70,1.704081633,0.768994448
chr1:228097180-228097720,chr1,228097180,228097720,541,Promoter (<=1kb),1,228097263,228097341,79,100500810,ENST00000584469.1,0,ENSG00000284163,MIR3620,microRNA 3620,,,controlledV5_peak_121,55,95,40,1.696428571,0.762500686
chr21:8392719-8394351,chr21,8392719,8394351,1633,Promoter (1-2kb),21,8395607,8395759,153,109910381,ENST00000613359.1,-1256,ENSG00000275215,RNA5-8SN3,"RNA, 5.8S ribosomal N3",,,controlledV5_peak_645,564541,955220,390679,1.692026457,0.758752127
chr1:149813371-149813569,chr1,149813371,149813569,199,Promoter (<=1kb),1,149813225,149813693,469,653604,ENST00000331491.2,124,ENSG00000183598,H3C13,H3 clustered histone 13,,,controlledV5_peak_64,99,169,70,1.69,0.757023247
chr21:8209683-8211316,chr21,8209683,8211316,1634,Promoter (<=1kb),21,8208844,8208904,61,109864279,ENST00000614492.1,839,,RNA45SN2,"RNA, 45S pre-ribosomal N2",,,controlledV5_peak_638,568019,959486,391467,1.689176437,0.756320028
chr3:184149947-184150359,chr3,184149947,184150359,413,"Exon (ENST00000433853.1/ENST00000433853.1, exon 1 of 1)",3,184155377,184173614,18238,1857,ENST00000313143.9,-5018,ENSG00000161202,DVL3,dishevelled segment polarity protein 3,,,controlledV5_peak_755,169,286,117,1.682352941,0.750480401
chr22_KI270733v1_random:125985-127616,chr22_KI270733v1_random,125985,127616,1632,Promoter (1-2kb),321,128877,129029,153,109864274,ENST00000616292.1,-1261,ENSG00000276700,RNA5-8SN4,"RNA, 5.8S ribosomal N4",,,controlledV5_peak_696,567627,954289,386662,1.681187327,0.749480486
chr16:30067233-30067624,chr16,30067233,30067624,392,Promoter (<=1kb),16,30067503,30069892,2390,226,ENST00000564688.1,0,ENSG00000149925,ALDOA,"aldolase, fructose-bisphosphate A",,,controlledV5_peak_375,71,121,50,1.680555556,0.748938236
chr6:27831312-27831499,chr6,27831312,27831499,188,Promoter (<=1kb),6,27831174,27831560,387,8362,ENST00000611927.2,61,ENSG00000273542,H4C12,H4 clustered histone 12,,,controlledV5_peak_863,96,163,67,1.680412371,0.748815312
chr17:81855141-81855547,chr17,81855141,81855547,407,Promoter (<=1kb),17,81846360,81855451,9092,5034,ENST00000478034.5,0,ENSG00000185624,P4HB,prolyl 4-hydroxylase subunit beta,,,controlledV5_peak_472,24,42,18,1.68,0.748461233
chr22_KI270733v1_random:171066-172697,chr22_KI270733v1_random,171066,172697,1632,Promoter (1-2kb),321,173956,174108,153,124900510,ENST00000618998.1,-1259,ENSG00000274917,LOC124900510,5.8S ribosomal RNA,,,controlledV5_peak_700,568765,954797,386032,1.678716731,0.747358808
chr6:27808295-27808580,chr6,27808295,27808580,286,Promoter (<=1kb),6,27808173,27808667,495,8329,ENST00000358739.5,122,ENSG00000196747,H2AC13,H2A clustered histone 13,,,controlledV5_peak_861,142,240,98,1.678321678,0.747019259
chr7:22510653-22510871,chr7,22510653,22510871,219,"Exon (ENST00000434005.1/ENST00000434005.1, exon 1 of 1)",7,22438419,22500498,62080,256227,ENST00000404369.8,-10155,ENSG00000105889,STEAP1B,STEAP family member 1B,,,controlledV5_peak_916,311,523,212,1.676282051,0.745264917
chr22_KI270733v1_random:134544-135163,chr22_KI270733v1_random,134544,135163,620,Distal Intergenic,321,128877,129029,153,109864274,ENST00000616292.1,5667,ENSG00000276700,RNA5-8SN4,"RNA, 5.8S ribosomal N4",,,controlledV5_peak_699,296427,496850,200423,1.676123713,0.745128637
chr6:26124268-26124626,chr6,26124268,26124626,359,Promoter (<=1kb),6,26124172,26124690,519,8334,ENST00000377791.4,96,ENSG00000180573,H2AC6,H2A clustered histone 6,,,controlledV5_peak_852,178,300,122,1.675977654,0.745002913
chr21:8400568-8401639,chr21,8400568,8401639,1072,"Intron (ENST00000623860.3/ENST00000623860.3, intron 2 of 6)",21,8395607,8395759,153,109910381,ENST00000613359.1,4961,ENSG00000275215,RNA5-8SN3,"RNA, 5.8S ribosomal N3",,,controlledV5_peak_648,304897,510303,205406,1.673684314,0.743027436
